[2023-04-13T11:36:25+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T11:36:25+07:00"}
[2023-04-13T12:53:14+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:53:14+07:00","responseTime":"1 ms"}
[2023-04-13T12:53:14+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:53:14+07:00"}
[2023-04-13T12:53:14+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:53:14+07:00","responseTime":"2 ms"}
[2023-04-13T12:55:37+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:55:37+07:00"}
[2023-04-13T12:55:37+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:55:37+07:00","responseTime":"3 ms"}
[2023-04-13T12:55:41+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:55:41+07:00"}
[2023-04-13T12:55:41+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:55:41+07:00","responseTime":"2 ms"}
[2023-04-13T12:56:06+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:06+07:00"}
[2023-04-13T12:56:06+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:06+07:00","responseTime":"3 ms"}
[2023-04-13T12:56:11+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:11+07:00"}
[2023-04-13T12:56:11+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:11+07:00","responseTime":"3 ms"}
[2023-04-13T12:56:11+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:11+07:00"}
[2023-04-13T12:56:11+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:11+07:00","responseTime":"2 ms"}
[2023-04-13T12:56:13+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:13+07:00"}
[2023-04-13T12:56:13+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:13+07:00","responseTime":"2 ms"}
[2023-04-13T12:56:13+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:13+07:00"}
[2023-04-13T12:56:13+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:13+07:00","responseTime":"1 ms"}
[2023-04-13T12:56:14+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:14+07:00"}
[2023-04-13T12:56:14+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:14+07:00","responseTime":"2 ms"}
[2023-04-13T12:56:14+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:14+07:00"}
[2023-04-13T12:56:14+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:14+07:00","responseTime":"3 ms"}
[2023-04-13T12:56:15+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:15+07:00"}
[2023-04-13T12:56:15+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:15+07:00","responseTime":"2 ms"}
[2023-04-13T12:56:15+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:15+07:00"}
[2023-04-13T12:56:15+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:56:15+07:00","responseTime":"2 ms"}
[2023-04-13T12:58:11+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:11+07:00"}
[2023-04-13T12:58:11+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:11+07:00","responseTime":"4 ms"}
[2023-04-13T12:58:11+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:11+07:00"}
[2023-04-13T12:58:11+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:11+07:00","responseTime":"6 ms"}
[2023-04-13T12:58:18+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:18+07:00"}
[2023-04-13T12:58:18+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:18+07:00","responseTime":"1 ms"}
[2023-04-13T12:58:18+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:18+07:00"}
[2023-04-13T12:58:18+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:18+07:00","responseTime":"1 ms"}
[2023-04-13T12:58:27+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T12:58:27+07:00"}
[2023-04-13T12:58:27+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T12:58:27+07:00","responseTime":"80 ms"}
[2023-04-13T12:58:27+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:27+07:00"}
[2023-04-13T12:58:27+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:27+07:00","responseTime":"3 ms"}
[2023-04-13T12:58:27+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:27+07:00"}
[2023-04-13T12:58:27+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:27+07:00","responseTime":"2 ms"}
[2023-04-13T12:58:31+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:31+07:00"}
[2023-04-13T12:58:31+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:31+07:00","responseTime":"2 ms"}
[2023-04-13T12:58:31+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:31+07:00"}
[2023-04-13T12:58:31+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:31+07:00","responseTime":"2 ms"}
[2023-04-13T12:58:34+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:34+07:00"}
[2023-04-13T12:58:34+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:34+07:00","responseTime":"1 ms"}
[2023-04-13T12:58:34+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:34+07:00"}
[2023-04-13T12:58:34+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:58:34+07:00","responseTime":"1 ms"}
[2023-04-13T12:59:02+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T12:59:02+07:00"}
[2023-04-13T12:59:02+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T12:59:02+07:00","responseTime":"82 ms"}
[2023-04-13T12:59:02+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:02+07:00"}
[2023-04-13T12:59:02+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:02+07:00","responseTime":"2 ms"}
[2023-04-13T12:59:02+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:02+07:00"}
[2023-04-13T12:59:02+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:02+07:00","responseTime":"2 ms"}
[2023-04-13T12:59:07+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:07+07:00"}
[2023-04-13T12:59:07+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:07+07:00","responseTime":"0 ms"}
[2023-04-13T12:59:07+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:07+07:00"}
[2023-04-13T12:59:07+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:07+07:00","responseTime":"1 ms"}
[2023-04-13T12:59:39+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T12:59:39+07:00"}
[2023-04-13T12:59:39+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T12:59:39+07:00","responseTime":"82 ms"}
[2023-04-13T12:59:39+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:39+07:00"}
[2023-04-13T12:59:39+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:39+07:00","responseTime":"2 ms"}
[2023-04-13T12:59:39+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:39+07:00"}
[2023-04-13T12:59:39+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:39+07:00","responseTime":"2 ms"}
[2023-04-13T12:59:44+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:44+07:00"}
[2023-04-13T12:59:44+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:44+07:00","responseTime":"2 ms"}
[2023-04-13T12:59:44+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:44+07:00"}
[2023-04-13T12:59:44+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:44+07:00","responseTime":"3 ms"}
[2023-04-13T12:59:47+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:47+07:00"}
[2023-04-13T12:59:47+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:47+07:00","responseTime":"1 ms"}
[2023-04-13T12:59:47+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:47+07:00"}
[2023-04-13T12:59:47+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:59:47+07:00","responseTime":"0 ms"}
[2023-04-13T13:04:34+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:04:34+07:00"}
[2023-04-13T13:04:34+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:04:34+07:00","responseTime":"82 ms"}
[2023-04-13T13:04:35+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:35+07:00"}
[2023-04-13T13:04:35+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:35+07:00","responseTime":"3 ms"}
[2023-04-13T13:04:35+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:35+07:00"}
[2023-04-13T13:04:35+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:35+07:00","responseTime":"3 ms"}
[2023-04-13T13:04:41+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:41+07:00"}
[2023-04-13T13:04:41+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:41+07:00","responseTime":"3 ms"}
[2023-04-13T13:04:43+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:43+07:00"}
[2023-04-13T13:04:43+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:43+07:00","responseTime":"2 ms"}
[2023-04-13T13:04:43+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:43+07:00"}
[2023-04-13T13:04:43+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:43+07:00","responseTime":"3 ms"}
[2023-04-13T13:04:46+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:46+07:00"}
[2023-04-13T13:04:46+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:46+07:00","responseTime":"3 ms"}
[2023-04-13T13:04:46+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:46+07:00"}
[2023-04-13T13:04:46+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:46+07:00","responseTime":"3 ms"}
[2023-04-13T13:04:47+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:47+07:00"}
[2023-04-13T13:04:47+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:47+07:00","responseTime":"1 ms"}
[2023-04-13T13:04:47+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:47+07:00"}
[2023-04-13T13:04:47+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:47+07:00","responseTime":"2 ms"}
[2023-04-13T13:04:56+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:56+07:00"}
[2023-04-13T13:04:56+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:56+07:00","responseTime":"0 ms"}
[2023-04-13T13:04:56+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:56+07:00"}
[2023-04-13T13:04:56+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:04:56+07:00","responseTime":"1 ms"}
[2023-04-13T13:05:04+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:05:04+07:00"}
[2023-04-13T13:05:04+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:05:04+07:00","responseTime":"89 ms"}
[2023-04-13T13:05:04+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:04+07:00"}
[2023-04-13T13:05:04+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:04+07:00","responseTime":"2 ms"}
[2023-04-13T13:05:04+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:04+07:00"}
[2023-04-13T13:05:04+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:04+07:00","responseTime":"3 ms"}
[2023-04-13T13:05:09+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:09+07:00"}
[2023-04-13T13:05:09+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:09+07:00","responseTime":"2 ms"}
[2023-04-13T13:05:09+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:09+07:00"}
[2023-04-13T13:05:09+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:09+07:00","responseTime":"2 ms"}
[2023-04-13T13:05:48+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:48+07:00"}
[2023-04-13T13:05:48+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:48+07:00","responseTime":"6 ms"}
[2023-04-13T13:05:48+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:48+07:00"}
[2023-04-13T13:05:48+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:48+07:00","responseTime":"5 ms"}
[2023-04-13T13:05:59+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:59+07:00"}
[2023-04-13T13:05:59+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:05:59+07:00","responseTime":"2 ms"}
[2023-04-13T13:08:18+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:08:18+07:00"}
[2023-04-13T13:08:18+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:08:18+07:00","responseTime":"2 ms"}
[2023-04-13T13:08:18+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:08:18+07:00"}
[2023-04-13T13:08:18+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:08:18+07:00","responseTime":"2 ms"}
[2023-04-13T13:08:22+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:08:22+07:00"}
[2023-04-13T13:08:22+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:08:22+07:00","responseTime":"1 ms"}
[2023-04-13T13:08:22+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:08:22+07:00"}
[2023-04-13T13:08:22+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:08:22+07:00","responseTime":"0 ms"}
[2023-04-13T13:08:26+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:08:26+07:00"}
[2023-04-13T13:08:26+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:08:26+07:00","responseTime":"86 ms"}
[2023-04-13T13:13:38+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:13:38+07:00"}
[2023-04-13T13:13:38+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:13:38+07:00","responseTime":"81 ms"}
[2023-04-13T13:13:38+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:13:38+07:00"}
[2023-04-13T13:13:38+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:13:38+07:00","responseTime":"1 ms"}
[2023-04-13T13:13:38+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:13:38+07:00"}
[2023-04-13T13:13:38+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:13:38+07:00","responseTime":"2 ms"}
[2023-04-13T13:14:32+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:14:32+07:00"}
[2023-04-13T13:14:32+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:14:32+07:00","responseTime":"0 ms"}
[2023-04-13T13:14:32+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:14:32+07:00"}
[2023-04-13T13:14:32+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:14:32+07:00","responseTime":"0 ms"}
[2023-04-13T13:14:37+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:14:37+07:00"}
[2023-04-13T13:14:37+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:14:37+07:00","responseTime":"79 ms"}
[2023-04-13T13:14:37+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:14:37+07:00"}
[2023-04-13T13:14:37+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:14:37+07:00","responseTime":"2 ms"}
[2023-04-13T13:14:37+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:14:37+07:00"}
[2023-04-13T13:14:37+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:14:37+07:00","responseTime":"1 ms"}
[2023-04-13T13:16:55+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:16:55+07:00"}
[2023-04-13T13:16:55+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:16:55+07:00","responseTime":"3 ms"}
[2023-04-13T13:16:55+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:16:55+07:00"}
[2023-04-13T13:16:55+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:16:55+07:00","responseTime":"1 ms"}
[2023-04-13T13:17:56+07:00] | {"tag":"REQ","from":"::ffff:127.0.0.1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:17:56+07:00"}
[2023-04-13T13:17:56+07:00] | {"tag":"RES","from":"::ffff:127.0.0.1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:17:56+07:00","responseTime":"170 ms"}
[2023-04-13T13:17:56+07:00] | {"tag":"REQ","from":"::ffff:127.0.0.1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:17:56+07:00"}
[2023-04-13T13:17:56+07:00] | {"tag":"RES","from":"::ffff:127.0.0.1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:17:56+07:00","responseTime":"5 ms"}
[2023-04-13T13:17:56+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:17:56+07:00"}
[2023-04-13T13:17:56+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:17:56+07:00","responseTime":"2 ms"}
[2023-04-13T13:18:35+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:18:35+07:00"}
[2023-04-13T13:18:35+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:18:35+07:00","responseTime":"8 ms"}
[2023-04-13T13:19:32+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:32+07:00"}
[2023-04-13T13:19:32+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:32+07:00","responseTime":"2 ms"}
[2023-04-13T13:19:32+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:32+07:00"}
[2023-04-13T13:19:32+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:32+07:00","responseTime":"2 ms"}
[2023-04-13T13:19:45+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:45+07:00"}
[2023-04-13T13:19:45+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:45+07:00","responseTime":"3 ms"}
[2023-04-13T13:19:51+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:51+07:00"}
[2023-04-13T13:19:51+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:51+07:00","responseTime":"4 ms"}
[2023-04-13T13:19:58+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:58+07:00"}
[2023-04-13T13:19:58+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:58+07:00","responseTime":"1 ms"}
[2023-04-13T13:19:58+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:58+07:00"}
[2023-04-13T13:19:58+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T13:19:58+07:00","responseTime":"1 ms"}
[2023-04-13T13:20:03+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:20:03+07:00"}
[2023-04-13T13:20:03+07:00] | {"tag":"RES","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T13:20:03+07:00","responseTime":"150 ms"}
